# Ossuary rating table — generated by tools/FetchCodexData, do not edit
# snapshot	v26
# data_through	2026-08-25T16:34:38.319000
# total_runs	1416903
kind	bracket	character	id	score	win_rate	pick_rate	picks	tier
cards	all	all	SPEEDSTER	45	41.7	13.6	37212	B
cards	all	all	SPINNER	58	45.7	33.5	30158	B
cards	all	all	SPIRIT_OF_ASH	75	50.6	20.2	19486	A
cards	all	all	SPITE	41	40.3	14.8	29345	C
cards	all	all	SPLASH	59	45.8	12.6	14299	B
cards	all	all	SPOILS_OF_BATTLE	39	39.9	19.1	69214	C
cards	all	all	SPUR	33	38	31.4	42220	C
cards	all	all	SQUEEZE	47	42.1	22.8	16440	B
cards	all	all	STAMPEDE	20	34.2	26	39120	D
cards	all	all	STARDUST	31	37.3	26.3	34444	C
cards	all	all	STOKE	45	41.6	21.8	16434	B
cards	all	all	STOMP	25	35.8	21.7	44656	D
cards	all	all	STONE_ARMOR	38	39.4	22.9	48098	C
cards	all	all	STORM	28	36.5	26.8	41840	D
cards	all	all	STORM_OF_STEEL	73	50.2	28.3	31113	A
cards	all	all	STRANGLE	43	41	20.2	39446	C
cards	all	all	STRATAGEM	67	48.3	5.9	9892	A
cards	all	all	STRIKE_DEFECT	0	21.4	53.3	299524	F
cards	all	all	STRIKE_IRONCLAD	0	27	36.4	415274	F
cards	all	all	STRIKE_NECROBINDER	0	23.7	84.2	311065	F
cards	all	all	STRIKE_REGENT	0	25.8	0	308076	F
cards	all	all	STRIKE_SILENT	0	27.6	9.5	405799	F
cards	all	all	SUBROUTINE	36	38.9	34.6	51638	C
cards	all	all	SUCKER_PUNCH	28	36.6	8.8	47381	D
cards	all	all	SUMMON_FORTH	50	43.2	36.1	51444	B
cards	all	all	SUNDER	3	28.9	9.9	18070	F
cards	all	all	SUPERCRITICAL	68	48.4	42.4	41350	A
cards	all	all	SUPERMASSIVE	50	43.1	14.5	18814	B
cards	all	all	SUPPRESS	31	37.3	21.1	9369	C
cards	all	all	SURVIVOR	6	30	0	407293	F
cards	all	all	SWEEPING_BEAM	14	32.4	11.8	53446	D
cards	all	all	SWORD_BOOMERANG	22	34.8	9.9	42724	D
cards	all	all	SWORD_SAGE	53	44.2	39.2	20884	B
cards	all	all	SYNCHRONIZE	21	34.3	16.8	19795	D
cards	all	all	SYNTHESIS	37	39.2	10.2	22176	C
cards	all	all	TACTICIAN	33	38.1	33	46465	C
cards	all	all	TAG_TEAM	83	53.1	6.7	14954	A
cards	all	all	TANK	91	55.6	8.6	7641	S
cards	all	all	TAUNT	36	38.8	39.2	74497	C
cards	all	all	TEAR_ASUNDER	68	48.5	23.4	18372	A
cards	all	all	TEMPEST	24	35.4	25.6	31599	D
cards	all	all	TERRAFORMING	34	38.4	12.4	19408	C
cards	all	all	TESLA_COIL	18	33.5	24.4	42370	D
cards	all	all	THE_BALL	80	52.4	22.1	3114	A
cards	all	all	THE_BOMB	34	38.4	5.2	11833	C
cards	all	all	THE_GAMBIT	90	55.2	1.7	5069	S
cards	all	all	THE_HUNT	47	42.4	14.1	23569	B
cards	all	all	THE_SCYTHE	35	38.6	18.2	17108	C
cards	all	all	THE_SEALED_THRONE	87	60.2	25	93	A
cards	all	all	THE_SMITH	50	43.2	36.5	29230	B
cards	all	all	THINKING_AHEAD	83	53.2	7.7	13294	A
cards	all	all	THRASH	65	47.7	26.6	35518	B
cards	all	all	THRUMMING_HATCHET	46	42	4	10254	B
cards	all	all	THUNDER	29	36.8	33.8	62234	C
cards	all	all	THUNDERCLAP	28	36.7	18	93347	D
cards	all	all	TIMES_UP	51	43.3	27	20921	B
cards	all	all	TOOLS_OF_THE_TRADE	77	51.1	40.5	33835	A
cards	all	all	TRACKING	66	47.9	35.6	24732	B
cards	all	all	TRANSFIGURE	55	44.8	36.7	24132	B
cards	all	all	TRASH_TO_TREASURE	57	45.3	28.4	21396	B
cards	all	all	TREMBLE	35	38.8	24.7	136344	C
cards	all	all	TRUE_GRIT	9	30.9	15.8	50450	F
cards	all	all	TURBO	32	37.7	28.2	82332	C
cards	all	all	TUTOR	79	52.1	29.6	1343	A
cards	all	all	TWIN_STRIKE	22	34.7	15.9	72045	D
cards	all	all	TYRANNY	66	48	23.6	16492	B
cards	all	all	ULTIMATE_DEFEND	60	46.1	8.7	51757	B
cards	all	all	ULTIMATE_STRIKE	50	43.1	4.2	53729	B
cards	all	all	UNDEATH	65	47.8	32.8	29190	B
cards	all	all	UNDERWORLD	64	47.4	26.8	2622	B
cards	all	all	UNLEASH	0	27.5	80	313577	F
cards	all	all	UNMOVABLE	52	43.9	42.3	25147	B
cards	all	all	UNRELENTING	26	36.1	19.6	35170	D
cards	all	all	UNTOUCHABLE	41	40.4	17.9	96660	C
cards	all	all	UPPERCUT	26	35.9	25.4	35407	D
cards	all	all	UPROAR	22	34.8	8.7	33478	D
cards	all	all	UP_MY_SLEEVE	43	41	36.9	59073	C
cards	all	all	VEILPIERCER	54	44.2	16.6	22662	B
cards	all	all	VENERATE	0	27	50	280049	F
cards	all	all	VICIOUS	39	40	21.6	47323	C
cards	all	all	VOID_FORM	65	47.7	57.7	37139	B
cards	all	all	VOLLEY	50	43.1	3.9	8008	B
cards	all	all	VOLTAIC	22	34.7	35.5	19601	D
cards	all	all	WELL_LAID_PLANS	3	28.9	24.3	19322	F
cards	all	all	WHIRLWIND	23	35	22.4	34296	D
cards	all	all	WHITE_NOISE	24	35.4	49.4	51692	D
cards	all	all	WISP	40	40.1	32.4	119240	C
cards	all	all	WRAITH_FORM	66	51.6	11.8	64	B
cards	all	all	WROUGHT_IN_WAR	24	35.3	15.3	61213	D
cards	all	all	ZAP	0	21.5	66.7	247380	F
potions	all	all	AMBERGRIS	35	32.8		625	C
potions	all	all	ASHWATER	36	33.5		9519	C
potions	all	all	ATTACK_POTION	51	37.9		14295	B
potions	all	all	BEETLE_JUICE	61	40.9		4764	B
potions	all	all	BLESSING_OF_THE_FORGE	59	40.5		26384	B
potions	all	all	BLOCK_POTION	100	56.2		22101	S
potions	all	all	BLOOD_POTION	100	79.6		11317	S
potions	all	all	BONE_BREW	43	35.5		1000	C
potions	all	all	BOTTLED_POTENTIAL	64	42		9106	B
potions	all	all	CLARITY	23	29.4		12986	C
potions	all	all	COLORLESS_POTION	34	32.9		12526	C
potions	all	all	COSMIC_CONCOCTION	75	45.7		598	A
potions	all	all	CUNNING_POTION	69	43.4		1648	B
potions	all	all	CURE_ALL	68	43		8136	B
potions	all	all	DEXTERITY_POTION	0	22.5		46918	D
potions	all	all	DISTILLED_CHAOS	66	42.6		2558	B
potions	all	all	DROPLET_OF_PRECOGNITION	48	37		7412	C
potions	all	all	DUPLICATOR	76	45.6		33643	A
potions	all	all	ENERGY_POTION	59	40.4		57602	B
potions	all	all	ENTROPIC_BREW	94	51.1		4184	A
potions	all	all	ESSENCE_OF_DARKNESS	39	34.3		1028	C
potions	all	all	EXPLOSIVE_AMPOULE	27	30.8		33895	C
potions	all	all	FAIRY_IN_A_BOTTLE	100	93.3		48144	S
potions	all	all	FIRE_POTION	55	39.2		35803	B
potions	all	all	FLEX_POTION	38	34		83395	C
potions	all	all	FOCUS_POTION	0	10.7		6580	D
potions	all	all	FORTIFIER	100	58.1		26435	S
potions	all	all	FOUL_POTION	0	15.2		41532	D
potions	all	all	FRUIT_JUICE	17	27.2		1108	C
potions	all	all	FYSH_OIL	0	17.3		14530	D
potions	all	all	GAMBLERS_BREW	66	42.3		21431	B
potions	all	all	GHOST_IN_A_JAR	100	80.3		3732	S
potions	all	all	GIGANTIFICATION_POTION	64	41.7		16267	B
potions	all	all	GLOWWATER_POTION	0	10.4		5805	D
potions	all	all	HEART_OF_IRON	50	37.7		6799	B
potions	all	all	KINGS_COURAGE	0	21.8		2684	D
potions	all	all	LIQUID_BRONZE	0	11.5		13235	D
potions	all	all	LIQUID_MEMORIES	89	49.4		7474	A
potions	all	all	LUCKY_TONIC	100	70.2		15284	S
potions	all	all	MAZALETHS_GIFT	0	9.7		8309	D
potions	all	all	OROBIC_ACID	44	35.7		2941	C
potions	all	all	POISON_POTION	0	21.4		3777	D
potions	all	all	POTION_OF_BINDING	49	37.3		9624	C
potions	all	all	POTION_OF_CAPACITY	0	8.3		5595	D
potions	all	all	POTION_OF_DOOM	14	26.7		5012	C
potions	all	all	POTION_SHAPED_ROCK	98	52.2		17261	A
potions	all	all	POT_OF_GHOULS	70	43.8		1102	A
potions	all	all	POWDERED_DEMISE	0	13.2		12158	D
potions	all	all	POWER_POTION	0	18.6		16621	D
potions	all	all	RADIANT_TINCTURE	42	35.4		18475	C
potions	all	all	REGEN_POTION	100	52.6		9374	S
potions	all	all	SHACKLING_POTION	100	54.9		5251	S
potions	all	all	SHIP_IN_A_BOTTLE	100	56.7		2825	S
potions	all	all	SKILL_POTION	48	37		13515	C
potions	all	all	SNECKO_OIL	64	42		5191	B
potions	all	all	SOLDIERS_STEW	0	15.9		1507	D
potions	all	all	SPEED_POTION	70	43.6		79014	A
potions	all	all	STABLE_SERUM	13	26.6		42626	C
potions	all	all	STAR_POTION	16	27.5		12468	C
potions	all	all	STRENGTH_POTION	0	16.3		48259	D
potions	all	all	SWIFT_POTION	50	37.7		34845	B
potions	all	all	TOUCH_OF_INSANITY	56	39.5		28282	B
potions	all	all	VULNERABLE_POTION	13	26.4		53001	C
potions	all	all	WEAK_POTION	55	39		26634	B
relics	all	all	AKABEKO	63	57.5		172047	C
relics	all	all	ALCHEMICAL_COFFER	44	51.6		19728	C
relics	all	all	AMETHYST_AUBERGINE	41	50.8		235461	C
relics	all	all	ANCHOR	71	59.8		356677	B
relics	all	all	ARCANE_SCROLL	0	30.8		179638	D
relics	all	all	ARCHAIC_TOOTH	24	45.7		120837	D
relics	all	all	ART_OF_WAR	64	57.8		77111	C
relics	all	all	ASTROLABE	59	56.3		40704	C
relics	all	all	BAG_OF_MARBLES	66	58.4		301488	B
relics	all	all	BAG_OF_PREPARATION	74	60.8		362288	B
relics	all	all	BEATING_REMNANT	65	58.1		66492	C
relics	all	all	BEAUTIFUL_BRACELET	100	79.4		29841	S
relics	all	all	BELLOWS	80	62.3		104113	B
relics	all	all	BELT_BUCKLE	82	63.1		22298	A
relics	all	all	BIG_HAT	91	65.8		7200	A
relics	all	all	BIG_MUSHROOM	83	63.3		48716	A
relics	all	all	BIIIG_HUG	47	52.7		24157	C
relics	all	all	BING_BONG	46	52.3		53707	C
relics	all	all	BLACK_BLOOD	7	40.6		23296	D
relics	all	all	BLACK_STAR	52	54		29438	C
relics	all	all	BLESSED_ANTLER	100	70.6		34697	S
relics	all	all	BLOOD_SOAKED_ROSE	93	66.4		26793	A
relics	all	all	BLOOD_VIAL	62	57.2		327584	C
relics	all	all	BONE_FLUTE	87	64.6		44651	A
relics	all	all	BONE_TEA	14	42.8		66019	D
relics	all	all	BOOKMARK	77	61.8		7017	B
relics	all	all	BOOK_OF_FIVE_RINGS	43	51.5		227472	C
relics	all	all	BOOK_REPAIR_KNIFE	78	62		20131	B
relics	all	all	BOOMING_CONCH	0	32.5		53280	D
relics	all	all	BOUND_PHYLACTERY	0	33.5		414255	D
relics	all	all	BOWLER_HAT	37	49.7		128226	C
relics	all	all	BREAD	85	64.1		39182	A
relics	all	all	BRILLIANT_SCARF	100	75		31431	S
relics	all	all	BRIMSTONE	49	53.3		4831	C
relics	all	all	BRONZE_SCALES	68	58.8		327020	B
relics	all	all	BURNING_BLOOD	0	32.6		496639	D
relics	all	all	BURNING_STICKS	100	69		24927	S
relics	all	all	BYRDPIP	2	38.9		46181	D
relics	all	all	CALLING_BELL	45	52		29248	C
relics	all	all	CANDELABRA	71	59.8		192724	B
relics	all	all	CAPTAINS_WHEEL	74	60.6		81561	B
relics	all	all	CAULDRON	100	71.2		7562	S
relics	all	all	CENTENNIAL_PUZZLE	72	60.1		319182	B
relics	all	all	CHANDELIER	75	61.1		84188	B
relics	all	all	CHARONS_ASHES	74	60.8		8958	B
relics	all	all	CHEMICAL_X	93	66.5		23274	A
relics	all	all	CHOICES_PARADOX	93	66.2		41383	A
relics	all	all	CHOSEN_CHEESE	30	47.6		171583	D
relics	all	all	CIRCLET	100	82.6		961	S
relics	all	all	CLAWS	88	65		22760	A
relics	all	all	CLOAK_CLASP	81	62.9		80020	B
relics	all	all	CRACKED_CORE	0	30.1		397914	D
relics	all	all	CROSSBOW	100	77.5		32189	S
relics	all	all	CURSED_PEARL	0	32.9		120679	D
relics	all	all	DARKSTONE_PERIAPT	0	36.6		17346	D
relics	all	all	DATA_DISK	76	61.3		51061	B
relics	all	all	DAUGHTER_OF_THE_WIND	63	57.4		71712	C
relics	all	all	DELICATE_FROND	100	73.2		26443	S
relics	all	all	DEMON_TONGUE	74	60.7		9654	B
relics	all	all	DIAMOND_DIADEM	100	69.6		15592	S
relics	all	all	DINGY_RUG	72	60.2		19117	B
relics	all	all	DISTINGUISHED_CAPE	98	67.9		30913	A
relics	all	all	DIVINE_DESTINY	28	46.8		19004	D
relics	all	all	DIVINE_RIGHT	0	34.8		400928	D
relics	all	all	DOLLYS_MIRROR	93	66.3		54605	A
relics	all	all	DOWSING_ROD	0	33.2		11782	D
relics	all	all	DRAGON_FRUIT	59	56.1		36250	C
relics	all	all	DREAM_CATCHER	0	34.6		19304	D
relics	all	all	DRIFTWOOD	32	48		34661	C
relics	all	all	DUSTY_TOME	57	55.5		43584	C
relics	all	all	ECTOPLASM	36	49.3		3611	C
relics	all	all	ELECTRIC_SHRYMP	37	49.5		44307	C
relics	all	all	EMBER_TEA	2	39		19503	D
relics	all	all	EMOTION_CHIP	65	58.1		7193	C
relics	all	all	EMPTY_CAGE	49	53.3		29331	C
relics	all	all	ETERNAL_FEATHER	68	58.9		184358	B
relics	all	all	FAKE_ANCHOR	46	52.3		18635	C
relics	all	all	FAKE_BLOOD_VIAL	30	47.3		16038	D
relics	all	all	FAKE_HAPPY_FLOWER	51	53.9		21882	C
relics	all	all	FAKE_LEES_WAFFLE	20	44.5		14661	D
relics	all	all	FAKE_MANGO	37	49.5		14877	C
relics	all	all	FAKE_MERCHANTS_RUG	77	62.1		802	B
relics	all	all	FAKE_ORICHALCUM	37	49.6		8042	C
relics	all	all	FAKE_SNECKO_EYE	0	31.9		1037	D
relics	all	all	FAKE_STRIKE_DUMMY	29	47.1		8210	D
relics	all	all	FAKE_VENERABLE_TEA_SET	51	53.9		18351	C
relics	all	all	FENCING_MANUAL	82	63.1		46413	A
relics	all	all	FESTIVE_POPPER	64	57.7		282492	C
relics	all	all	FIDDLE	100	72.7		17365	S
relics	all	all	FISHING_ROD	0	29.9		56650	D
relics	all	all	FORGOTTEN_SOUL	100	70.1		73411	S
relics	all	all	FRAGRANT_MUSHROOM	100	75.3		132475	S
relics	all	all	FRESNEL_LENS	0	34.1		98239	D
relics	all	all	FROZEN_EGG	48	52.8		62411	C
relics	all	all	FUNERARY_MASK	91	65.8		23717	A
relics	all	all	FUR_COAT	100	71.4		36052	S
relics	all	all	GALACTIC_DUST	82	63.2		22027	A
relics	all	all	GAMBLING_CHIP	73	60.4		83246	B
relics	all	all	GAME_PIECE	76	61.2		78390	B
relics	all	all	GHOST_SEED	83	63.5		31819	A
relics	all	all	GIRYA	42	51.2		58907	C
relics	all	all	GLASS_EYE	19	44.2		41224	D
relics	all	all	GLITTER	100	73		47084	S
relics	all	all	GNARLED_HAMMER	84	63.7		30761	A
relics	all	all	GOLDEN_COMPASS	58	55.8		45999	C
relics	all	all	GOLDEN_PEARL	0	33.2		108409	D
relics	all	all	GOLD_PLATED_CABLES	67	58.5		17079	B
relics	all	all	GORGET	70	59.6		342885	B
relics	all	all	GREMLIN_HORN	61	56.8		173353	C
relics	all	all	HAND_DRILL	0	37.8		16906	D
relics	all	all	HAPPY_FLOWER	71	59.9		358346	B
relics	all	all	HEFTY_TABLET	0	28.3		145369	D
relics	all	all	HELICAL_DART	83	63.4		9798	A
relics	all	all	HISTORY_COURSE	100	91.9		52957	S
relics	all	all	HORN_CLEAT	73	60.4		185251	B
relics	all	all	ICE_CREAM	77	61.7		87400	B
relics	all	all	INFUSED_CORE	9	41.1		20416	D
relics	all	all	INTIMIDATING_HELMET	75	60.9		76624	B
relics	all	all	IRON_CLUB	100	80.6		33651	S
relics	all	all	IVORY_TILE	85	64		6968	A
relics	all	all	JEWELED_MASK	100	69.4		64932	S
relics	all	all	JEWELRY_BOX	100	73		37013	S
relics	all	all	JOSS_PAPER	64	57.8		137338	C
relics	all	all	JUZU_BRACELET	37	49.6		250065	C
relics	all	all	KALEIDOSCOPE	0	29.8		63654	D
relics	all	all	KIFUDA	92	66.2		42240	A
relics	all	all	KUNAI	72	60.2		82051	B
relics	all	all	KUSARIGAMA	62	57.2		163442	C
relics	all	all	LANTERN	68	58.9		374610	B
relics	all	all	LARGE_CAPSULE	0	32.4		122634	D
relics	all	all	LASTING_CANDY	37	49.6		123551	C
relics	all	all	LAVA_LAMP	89	65.3		16378	A
relics	all	all	LAVA_ROCK	0	35.3		52861	D
relics	all	all	LEAD_PAPERWEIGHT	0	32.5		115305	D
relics	all	all	LEAFY_POULTICE	0	36.1		145212	D
relics	all	all	LEES_WAFFLE	69	59.3		47876	B
relics	all	all	LETTER_OPENER	64	57.6		172398	C
relics	all	all	LIZARD_TAIL	84	63.6		85533	A
relics	all	all	LOOMING_FRUIT	100	69.8		33188	S
relics	all	all	LORDS_PARASOL	96	67.3		27182	A
relics	all	all	LOST_COFFER	0	31.9		90435	D
relics	all	all	LOST_WISP	45	51.9		27141	C
relics	all	all	LUCKY_FYSH	39	50.3		127215	C
relics	all	all	LUNAR_PASTRY	92	66.1		10644	A
relics	all	all	MANGO	75	61		84345	B
relics	all	all	MASSIVE_SCROLL	24	45.7		92744	D
relics	all	all	MAW_BANK	8	40.7		14244	D
relics	all	all	MEAL_TICKET	42	51.1		252219	C
relics	all	all	MEAT_CLEAVER	100	74.5		38168	S
relics	all	all	MEAT_ON_THE_BONE	67	58.7		80624	B
relics	all	all	MEMBERSHIP_CARD	71	59.6		87153	B
relics	all	all	MERCURY_HOURGLASS	68	58.9		172015	B
relics	all	all	METRONOME	67	58.6		9151	B
relics	all	all	MINIATURE_CANNON	65	58		152646	C
relics	all	all	MINIATURE_TENT	82	63.1		100830	A
relics	all	all	MINI_REGENT	77	61.8		7830	B
relics	all	all	MOLTEN_EGG	44	51.8		61726	C
relics	all	all	MR_STRUGGLES	50	53.6		53976	C
relics	all	all	MUMMIFIED_HAND	80	62.5		86469	B
relics	all	all	MUSIC_BOX	100	71.8		40820	S
relics	all	all	MYSTIC_LIGHTER	89	65.2		21920	A
relics	all	all	NEOWS_BONES	0	30.5		108779	D
relics	all	all	NEOWS_SACRIFICE	0	36.7		4430	D
relics	all	all	NEOWS_TALISMAN	0	30.5		29008	D
relics	all	all	NEOWS_TORMENT	0	32.9		50525	D
relics	all	all	NEW_LEAF	0	34.7		115827	D
relics	all	all	NINJA_SCROLL	75	61.1		10552	B
relics	all	all	NUNCHAKU	65	57.9		178864	C
relics	all	all	NUTRITIOUS_OYSTER	0	31.7		45851	D
relics	all	all	NUTRITIOUS_SOUP	21	44.9		68659	D
relics	all	all	ODDLY_SMOOTH_STONE	68	59		342406	B
relics	all	all	OLD_COIN	51	53.8		58637	C
relics	all	all	ORANGE_DOUGH	84	63.7		7073	A
relics	all	all	ORICHALCUM	64	57.7		171716	C
relics	all	all	ORNAMENTAL_FAN	67	58.4		187425	B
relics	all	all	ORRERY	75	61		52120	B
relics	all	all	PAELS_BLOOD	51	53.9		61097	C
relics	all	all	PAELS_CLAW	25	45.9		34766	D
relics	all	all	PAELS_EYE	21	44.7		18145	D
relics	all	all	PAELS_FLESH	21	44.8		85655	D
relics	all	all	PAELS_GROWTH	18	43.9		32339	D
relics	all	all	PAELS_HORN	8	40.8		35570	D
relics	all	all	PAELS_LEGION	32	48.2		35177	C
relics	all	all	PAELS_TEARS	19	44.3		67902	D
relics	all	all	PAELS_TOOTH	25	46.1		40305	D
relics	all	all	PAELS_WING	20	44.6		72004	D
relics	all	all	PANDORAS_BOX	66	58.3		34405	B
relics	all	all	PANTOGRAPH	69	59.1		189102	B
relics	all	all	PAPER_KRANE	94	66.8		12851	A
relics	all	all	PAPER_PHROG	78	61.9		32698	B
relics	all	all	PARRYING_SHIELD	65	58.1		171166	C
relics	all	all	PEAR	70	59.4		184983	B
relics	all	all	PENDULUM	70	59.5		323117	B
relics	all	all	PEN_NIB	66	58.2		176775	B
relics	all	all	PERMAFROST	69	59.2		204472	B
relics	all	all	PETRIFIED_TOAD	62	56.9		164637	C
relics	all	all	PHIAL_HOLSTER	0	32.7		53307	D
relics	all	all	PHILOSOPHERS_STONE	75	61.2		4697	B
relics	all	all	PHYLACTERY_UNBOUND	43	51.3		25617	C
relics	all	all	PLANISPHERE	42	51		135137	C
relics	all	all	POCKETWATCH	81	62.6		76297	B
relics	all	all	POLLINOUS_CORE	91	65.7		47668	A
relics	all	all	POMANDER	0	33.1		55612	D
relics	all	all	POTION_BELT	67	58.7		336838	B
relics	all	all	POWER_CELL	73	60.3		7262	B
relics	all	all	PRAYER_WHEEL	65	58.1		81372	C
relics	all	all	PRECARIOUS_SHEARS	3	39.4		116359	D
relics	all	all	PRECISE_SCISSORS	0	36		68743	D
relics	all	all	PRESERVED_FOG	100	70.6		38135	S
relics	all	all	PRISMATIC_GEM	53	54.3		17404	C
relics	all	all	PUMPKIN_CANDLE	44	51.6		28185	C
relics	all	all	PUNCH_DAGGER	76	61.2		39940	B
relics	all	all	RADIANT_PEARL	43	51.3		26627	C
relics	all	all	RAINBOW_RING	76	61.3		80074	B
relics	all	all	RAZOR_TOOTH	74	60.6		85559	B
relics	all	all	RED_MASK	67	58.7		294776	B
relics	all	all	RED_SKULL	78	61.8		55673	B
relics	all	all	REGALITE	86	64.4		16629	A
relics	all	all	REGAL_PILLOW	62	57.2		335592	C
relics	all	all	REPTILE_TRINKET	59	56.2		163443	C
relics	all	all	RINGING_TRIANGLE	100	71.2		19299	S
relics	all	all	RING_OF_THE_DRAKE	49	53.1		18201	C
relics	all	all	RING_OF_THE_SNAKE	0	35		506325	D
relics	all	all	RIPPLE_BASIN	63	57.5		149173	C
relics	all	all	ROYAL_POISON	81	62.8		20961	B
relics	all	all	ROYAL_STAMP	94	66.7		54964	A
relics	all	all	RUINED_HELMET	80	62.6		12456	B
relics	all	all	RUNIC_CAPACITOR	69	59.1		13113	B
relics	all	all	RUNIC_PYRAMID	85	63.9		27303	A
relics	all	all	SAI	100	77.4		47967	S
relics	all	all	SAND_CASTLE	25	45.9		37381	D
relics	all	all	SCREAMING_FLAGON	75	60.9		16648	B
relics	all	all	SCROLL_BOXES	0	30.3		109642	D
relics	all	all	SEAL_OF_GOLD	48	52.9		22057	C
relics	all	all	SEA_GLASS	21	44.8		22490	D
relics	all	all	SELF_FORMING_CLAY	80	62.6		21484	B
relics	all	all	SERE_TALON	97	67.7		20226	A
relics	all	all	SHOVEL	44	51.6		62160	C
relics	all	all	SHURIKEN	72	60.1		81650	B
relics	all	all	SIGNET_RING	100	73.9		50966	S
relics	all	all	SILKEN_TRESS	0	32.6		90940	D
relics	all	all	SILVER_CRUCIBLE	0	21.2		47444	D
relics	all	all	SLING_OF_COURAGE	79	62.2		16454	B
relics	all	all	SMALL_CAPSULE	0	33.1		70038	D
relics	all	all	SNECKO_EYE	86	64.3		5740	A
relics	all	all	SNECKO_SKULL	80	62.5		46652	B
relics	all	all	SOZU	35	48.9		8663	C
relics	all	all	SPARKLING_ROUGE	69	59.2		177508	B
relics	all	all	SPIKED_GAUNTLETS	100	69.9		27461	S
relics	all	all	STONE_CALENDAR	63	57.5		78062	C
relics	all	all	STONE_CRACKER	65	57.9		177350	C
relics	all	all	STONE_HUMIDIFIER	0	32.8		49494	D
relics	all	all	STORYBOOK	61	56.8		38279	C
relics	all	all	STRAWBERRY	66	58.4		340060	B
relics	all	all	STRIKE_DUMMY	63	57.4		312307	C
relics	all	all	STURDY_CLAMP	81	62.9		86447	B
relics	all	all	SWORD_OF_JADE	100	81.9		57428	S
relics	all	all	SWORD_OF_STONE	0	9.7		97387	D
relics	all	all	SYMBIOTIC_VIRUS	62	57.2		20719	C
relics	all	all	TANXS_WHISTLE	100	74.8		24911	S
relics	all	all	TEA_OF_DISCOURTESY	36	49.2		55438	C
relics	all	all	THE_ABACUS	99	68.2		18119	A
relics	all	all	THE_BOOT	0	38.2		16078	D
relics	all	all	THE_COURIER	64	57.5		75362	C
relics	all	all	THROWING_AXE	100	71.8		45215	S
relics	all	all	TINGSHA	84	63.7		27640	A
relics	all	all	TINY_MAILBOX	66	58.4		151266	B
relics	all	all	TOASTY_MITTENS	54	54.8		10811	C
relics	all	all	TOOLBOX	88	65		31760	A
relics	all	all	TOUCH_OF_OROBAS	27	46.5		106426	D
relics	all	all	TOUGH_BANDAGES	96	67.3		12514	A
relics	all	all	TOXIC_EGG	57	55.5		64836	C
relics	all	all	TOY_BOX	45	51.9		23412	C
relics	all	all	TRI_BOOMERANG	100	71.6		45647	S
relics	all	all	TUNGSTEN_ROD	72	60.1		68991	B
relics	all	all	TUNING_FORK	68	58.8		175908	B
relics	all	all	TWISTED_FUNNEL	77	61.7		21488	B
relics	all	all	UNCEASING_TOP	68	58.9		79120	B
relics	all	all	UNDYING_SIGIL	76	61.4		6392	B
relics	all	all	UNSETTLING_LAMP	67	58.6		77985	B
relics	all	all	VAJRA	65	58		344978	C
relics	all	all	VAMBRACE	65	58		177872	C
relics	all	all	VELVET_CHOKER	64	57.6		2748	C
relics	all	all	VENERABLE_TEA_SET	67	58.6		334418	B
relics	all	all	VERY_HOT_COCOA	39	50.1		107389	C
relics	all	all	VEXING_PUZZLEBOX	73	60.3		74219	B
relics	all	all	VITRUVIAN_MINION	70	59.7		4233	B
relics	all	all	WAR_HAMMER	100	72.3		26076	S
relics	all	all	WAR_PAINT	69	59.2		347155	B
relics	all	all	WHETSTONE	66	58.2		337810	B
relics	all	all	WHISPERING_EARRING	91	65.9		38081	A
relics	all	all	WHITE_BEAST_STATUE	47	52.5		59438	C
relics	all	all	WHITE_STAR	47	52.7		53753	C
relics	all	all	WINGED_BOOTS	0	18.8		15037	D
relics	all	all	WING_CHARM	85	64.1		18897	A
relics	all	all	WONGOS_MYSTERY_TICKET	65	57.9		19896	C
relics	all	all	WONGO_CUSTOMER_APPRECIATION_BADGE	63	66.7		21	C
relics	all	all	YUMMY_COOKIE	31	47.8		117982	C
